,team,date,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
722,Chicago Blackhawks,2010/04/20@ NSH,0,0,0,0,1,4,25.0,100.0,25.0,100.0,27.0,35.0,53.7
723,Detroit Red Wings,2010/04/20vs PHX,2,1,1,0,3,0,33.3,100.0,33.3,100.0,35.0,29.0,50.8
724,Nashville Predators,2010/04/20vs CHI,2,1,1,0,4,1,0.0,75.0,0.0,75.0,35.0,27.0,46.3
725,Colorado Avalanche,2010/04/20vs SJS,0,0,0,0,1,2,50.0,50.0,50.0,50.0,34.0,45.0,54.7
726,Phoenix Coyotes,2010/04/20@ DET,0,0,0,0,0,3,0.0,66.7,0.0,66.7,29.0,35.0,49.2
727,San Jose Sharks,2010/04/20@ COL,2,0,1,0,2,1,50.0,50.0,50.0,50.0,45.0,34.0,45.3
728,Boston Bruins,2010/04/21vs BUF,2,0,1,0,3,2,33.3,100.0,33.3,100.0,39.0,37.0,48.5
729,Buffalo Sabres,2010/04/21@ BOS,0,0,0,0,2,3,0.0,66.7,0.0,66.7,37.0,39.0,51.5
730,Montréal Canadiens,2010/04/21vs WSH,0,0,0,0,3,6,25.0,80.0,0.0,80.0,39.0,38.0,40.0
731,Washington Capitals,2010/04/21@ MTL,2,1,1,0,6,3,20.0,75.0,20.0,100.0,38.0,39.0,60.0
732,Vancouver Canucks,2010/04/21@ LAK,2,1,1,0,6,4,50.0,50.0,50.0,50.0,37.0,26.0,50.0
733,Los Angeles Kings,2010/04/21vs VAN,0,0,0,0,4,6,50.0,50.0,50.0,50.0,26.0,37.0,50.0
734,New Jersey Devils,2010/04/22vs PHI,0,0,0,0,0,3,0.0,66.7,0.0,66.7,28.0,21.0,42.3
735,Philadelphia Flyers,2010/04/22@ NJD,2,1,1,0,3,0,33.3,100.0,33.3,100.0,21.0,28.0,57.7
736,Pittsburgh Penguins,2010/04/22vs OTT,0,0,0,0,3,4,14.3,83.3,14.3,83.3,59.0,44.0,51.1
737,Ottawa Senators,2010/04/22@ PIT,2,0,1,0,4,3,16.7,85.7,16.7,85.7,44.0,59.0,48.9
738,Chicago Blackhawks,2010/04/22@ NSH,2,1,1,0,3,0,50.0,100.0,50.0,100.0,30.0,33.0,41.1
739,Nashville Predators,2010/04/22vs CHI,0,0,0,0,0,3,0.0,50.0,0.0,50.0,33.0,30.0,58.9
740,Colorado Avalanche,2010/04/22@ SJS,0,0,0,0,0,5,0.0,71.4,0.0,71.4,28.0,37.0,40.7
741,San Jose Sharks,2010/04/22vs COL,2,1,1,0,5,0,28.6,100.0,28.6,100.0,37.0,28.0,59.3
742,Boston Bruins,2010/04/23@ BUF,0,0,0,0,1,4,20.0,100.0,20.0,100.0,35.0,33.0,53.9
743,Buffalo Sabres,2010/04/23vs BOS,2,1,1,0,4,1,0.0,80.0,0.0,80.0,33.0,35.0,46.2
744,Montréal Canadiens,2010/04/23@ WSH,2,1,1,0,2,1,0.0,100.0,0.0,100.0,28.0,38.0,45.5
745,Washington Capitals,2010/04/23vs MTL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,38.0,28.0,54.6
746,Detroit Red Wings,2010/04/23@ PHX,2,1,1,0,4,1,0.0,100.0,0.0,100.0,29.0,31.0,46.3
747,Vancouver Canucks,2010/04/23vs LAK,2,1,1,0,7,2,16.7,80.0,16.7,80.0,30.0,26.0,58.3
748,Los Angeles Kings,2010/04/23@ VAN,0,0,0,0,2,7,20.0,83.3,20.0,83.3,26.0,30.0,41.7
749,Phoenix Coyotes,2010/04/23vs DET,0,0,0,0,1,4,0.0,100.0,0.0,100.0,31.0,29.0,53.7
750,Pittsburgh Penguins,2010/04/24@ OTT,2,0,1,0,4,3,50.0,100.0,50.0,100.0,43.0,31.0,45.5
751,Ottawa Senators,2010/04/24vs PIT,0,0,0,0,3,4,0.0,50.0,0.0,50.0,31.0,43.0,54.6
752,Chicago Blackhawks,2010/04/24vs NSH,2,0,1,0,5,4,0.0,100.0,-25.0,120.0,32.0,21.0,60.3
753,Nashville Predators,2010/04/24@ CHI,0,0,0,0,4,5,0.0,100.0,-20.0,125.0,21.0,32.0,39.7
754,Colorado Avalanche,2010/04/24vs SJS,0,0,0,0,2,5,0.0,100.0,0.0,100.0,18.0,34.0,41.3
755,San Jose Sharks,2010/04/24@ COL,2,1,1,0,5,2,0.0,100.0,0.0,100.0,34.0,18.0,58.7
756,Detroit Red Wings,2010/04/25vs PHX,0,0,0,0,2,5,0.0,50.0,-20.0,50.0,33.0,29.0,56.1
757,Vancouver Canucks,2010/04/25@ LAK,2,1,1,0,4,2,33.3,100.0,33.3,100.0,22.0,32.0,50.0
758,Los Angeles Kings,2010/04/25vs VAN,0,0,0,0,2,4,0.0,66.7,0.0,66.7,32.0,22.0,50.0
759,Phoenix Coyotes,2010/04/25@ DET,2,1,1,0,5,2,50.0,100.0,50.0,120.0,29.0,33.0,43.9
760,Boston Bruins,2010/04/26vs BUF,2,1,1,0,4,3,40.0,100.0,40.0,100.0,32.0,30.0,61.5
761,Buffalo Sabres,2010/04/26@ BOS,0,0,0,0,3,4,0.0,60.0,0.0,60.0,30.0,32.0,38.5
762,Montréal Canadiens,2010/04/26vs WSH,2,1,1,0,4,1,20.0,100.0,20.0,100.0,22.0,54.0,47.5
763,Washington Capitals,2010/04/26@ MTL,0,0,0,0,1,4,0.0,80.0,0.0,80.0,54.0,22.0,52.5
764,Chicago Blackhawks,2010/04/26@ NSH,2,1,1,0,5,3,16.7,80.0,16.7,80.0,32.0,28.0,55.7
765,Nashville Predators,2010/04/26vs CHI,0,0,0,0,3,5,20.0,83.3,20.0,83.3,28.0,32.0,44.3
766,Detroit Red Wings,2010/04/27@ PHX,2,1,1,0,6,1,50.0,100.0,50.0,100.0,50.0,33.0,54.4
767,Phoenix Coyotes,2010/04/27vs DET,0,0,0,0,1,6,0.0,50.0,0.0,50.0,33.0,50.0,45.6
768,Montréal Canadiens,2010/04/28@ WSH,2,1,1,0,2,1,33.3,100.0,33.3,100.0,16.0,42.0,47.7
769,Washington Capitals,2010/04/28vs MTL,0,0,0,0,1,2,0.0,66.7,0.0,66.7,42.0,16.0,52.3
770,Detroit Red Wings,2010/04/29@ SJS,0,0,0,0,3,4,0.0,66.7,0.0,66.7,23.0,27.0,54.3
771,San Jose Sharks,2010/04/29vs DET,2,1,1,0,4,3,33.3,100.0,33.3,100.0,27.0,23.0,45.7
772,Pittsburgh Penguins,2010/04/30vs MTL,2,1,1,0,6,3,100.0,75.0,100.0,75.0,24.0,31.0,45.5
773,Montréal Canadiens,2010/04/30@ PIT,0,0,0,0,3,6,25.0,0.0,25.0,0.0,31.0,24.0,54.6
774,Philadelphia Flyers,2010/05/01@ BOS,0,0,0,0,4,5,40.0,66.7,40.0,66.7,36.0,46.0,52.8
775,Boston Bruins,2010/05/01vs PHI,2,0,1,0,5,4,33.3,60.0,33.3,60.0,46.0,36.0,47.2
776,Chicago Blackhawks,2010/05/01vs VAN,0,0,0,0,1,5,16.7,75.0,16.7,75.0,37.0,28.0,54.7
777,Vancouver Canucks,2010/05/01@ CHI,2,1,1,0,5,1,25.0,83.3,25.0,83.3,28.0,37.0,45.3
778,Pittsburgh Penguins,2010/05/02vs MTL,0,0,0,0,1,3,0.0,66.7,0.0,66.7,39.0,21.0,55.1
779,Montréal Canadiens,2010/05/02@ PIT,2,1,1,0,3,1,33.3,100.0,33.3,100.0,21.0,39.0,44.9
780,Detroit Red Wings,2010/05/02@ SJS,0,0,0,0,3,4,25.0,80.0,25.0,80.0,31.0,45.0,37.7
781,San Jose Sharks,2010/05/02vs DET,2,1,1,0,4,3,20.0,75.0,20.0,75.0,45.0,31.0,62.3
782,Philadelphia Flyers,2010/05/03@ BOS,0,0,0,0,2,3,0.0,100.0,0.0,100.0,26.0,27.0,40.6
783,Boston Bruins,2010/05/03vs PHI,2,1,1,0,3,2,0.0,100.0,0.0,100.0,27.0,26.0,59.4
784,Chicago Blackhawks,2010/05/03vs VAN,2,1,1,0,4,2,0.0,83.3,0.0,100.0,34.0,26.0,42.9
785,Vancouver Canucks,2010/05/03@ CHI,0,0,0,0,2,4,16.7,100.0,0.0,100.0,26.0,34.0,57.1
786,Pittsburgh Penguins,2010/05/04@ MTL,2,1,1,0,2,0,25.0,100.0,25.0,100.0,25.0,18.0,56.6
787,Montréal Canadiens,2010/05/04vs PIT,0,0,0,0,0,2,0.0,75.0,0.0,75.0,18.0,25.0,43.4
788,Detroit Red Wings,2010/05/04vs SJS,0,0,0,0,3,4,0.0,100.0,0.0,100.0,35.0,33.0,50.0
789,San Jose Sharks,2010/05/04@ DET,2,0,1,0,4,3,0.0,100.0,0.0,100.0,33.0,35.0,50.0
790,Philadelphia Flyers,2010/05/05vs BOS,0,0,0,0,1,4,0.0,50.0,0.0,50.0,35.0,20.0,41.5
791,Boston Bruins,2010/05/05@ PHI,2,1,1,0,4,1,50.0,100.0,50.0,100.0,20.0,35.0,58.5
792,Chicago Blackhawks,2010/05/05@ VAN,2,1,1,0,5,2,33.3,100.0,33.3,100.0,35.0,33.0,47.3
793,Vancouver Canucks,2010/05/05vs CHI,0,0,0,0,2,5,0.0,66.7,0.0,66.7,33.0,35.0,52.7
794,Pittsburgh Penguins,2010/05/06@ MTL,0,0,0,0,2,3,25.0,100.0,25.0,100.0,35.0,25.0,44.1
795,Montréal Canadiens,2010/05/06vs PIT,2,1,1,0,3,2,0.0,75.0,0.0,75.0,25.0,35.0,55.9
796,Detroit Red Wings,2010/05/06vs SJS,2,1,1,0,7,1,37.5,80.0,37.5,80.0,37.0,29.0,50.0
797,San Jose Sharks,2010/05/06@ DET,0,0,0,0,1,7,20.0,62.5,20.0,62.5,29.0,37.0,50.0
798,Philadelphia Flyers,2010/05/07vs BOS,2,0,1,0,5,4,0.0,75.0,0.0,75.0,34.0,37.0,51.4
799,Boston Bruins,2010/05/07@ PHI,0,0,0,0,4,5,25.0,100.0,25.0,100.0,37.0,34.0,48.7
800,Chicago Blackhawks,2010/05/07@ VAN,2,1,1,0,7,4,50.0,50.0,50.0,50.0,34.0,30.0,40.6
801,Vancouver Canucks,2010/05/07vs CHI,0,0,0,0,4,7,50.0,50.0,50.0,50.0,30.0,34.0,59.4
802,Pittsburgh Penguins,2010/05/08vs MTL,2,1,1,0,2,1,33.3,66.7,33.3,66.7,25.0,33.0,47.2
803,Montréal Canadiens,2010/05/08@ PIT,0,0,0,0,1,2,33.3,66.7,33.3,66.7,33.0,25.0,52.8
804,Detroit Red Wings,2010/05/08@ SJS,0,0,0,0,1,2,0.0,75.0,0.0,75.0,34.0,32.0,46.3
805,San Jose Sharks,2010/05/08vs DET,2,1,1,0,2,1,25.0,100.0,25.0,100.0,32.0,34.0,53.7
806,Chicago Blackhawks,2010/05/09vs VAN,0,0,0,0,1,4,0.0,83.3,0.0,83.3,30.0,24.0,41.7
807,Vancouver Canucks,2010/05/09@ CHI,2,1,1,0,4,1,16.7,100.0,16.7,100.0,24.0,30.0,58.3
808,Philadelphia Flyers,2010/05/10@ BOS,2,1,1,0,4,0,11.1,100.0,11.1,100.0,31.0,23.0,41.5
809,Pittsburgh Penguins,2010/05/10@ MTL,0,0,0,0,3,4,20.0,100.0,20.0,100.0,37.0,25.0,41.4
810,Boston Bruins,2010/05/10vs PHI,0,0,0,0,0,4,0.0,88.9,0.0,88.9,23.0,31.0,58.5
811,Montréal Canadiens,2010/05/10vs PIT,2,1,1,0,4,3,0.0,80.0,0.0,80.0,25.0,37.0,58.6
812,Chicago Blackhawks,2010/05/11@ VAN,2,1,1,0,5,1,0.0,100.0,0.0,150.0,35.0,30.0,57.7
813,Vancouver Canucks,2010/05/11vs CHI,0,0,0,0,1,5,0.0,100.0,-50.0,100.0,30.0,35.0,42.3
814,Philadelphia Flyers,2010/05/12vs BOS,2,1,1,0,2,1,25.0,100.0,25.0,100.0,27.0,31.0,39.1
815,Pittsburgh Penguins,2010/05/12vs MTL,0,0,0,0,2,5,0.0,50.0,-16.7,50.0,39.0,20.0,56.5
816,Boston Bruins,2010/05/12@ PHI,0,0,0,0,1,2,0.0,75.0,0.0,75.0,31.0,27.0,60.9
817,Montréal Canadiens,2010/05/12@ PIT,2,1,1,0,5,2,50.0,100.0,50.0,116.7,20.0,39.0,43.6
818,Philadelphia Flyers,2010/05/14@ BOS,2,1,1,0,4,3,33.3,33.3,33.3,33.3,27.0,25.0,55.6
819,Boston Bruins,2010/05/14vs PHI,0,0,0,0,3,4,66.7,66.7,66.7,66.7,25.0,27.0,44.4
820,Philadelphia Flyers,2010/05/16vs MTL,2,1,1,0,6,0,33.3,100.0,33.3,100.0,25.0,28.0,45.8
821,Montréal Canadiens,2010/05/16@ PHI,0,0,0,0,0,6,0.0,66.7,0.0,66.7,28.0,25.0,54.2
822,Chicago Blackhawks,2010/05/16@ SJS,2,1,1,0,2,1,--,80.0,--,80.0,40.0,45.0,42.7
823,San Jose Sharks,2010/05/16vs CHI,0,0,0,0,1,2,20.0,--,20.0,--,45.0,40.0,57.4
824,Philadelphia Flyers,2010/05/18vs MTL,2,1,1,0,3,0,50.0,100.0,50.0,100.0,23.0,30.0,44.4
825,Montréal Canadiens,2010/05/18@ PHI,0,0,0,0,0,3,0.0,50.0,0.0,50.0,30.0,23.0,55.6
826,Chicago Blackhawks,2010/05/18@ SJS,2,1,1,0,4,2,25.0,0.0,25.0,0.0,22.0,27.0,42.9
827,San Jose Sharks,2010/05/18vs CHI,0,0,0,0,2,4,100.0,75.0,100.0,75.0,27.0,22.0,57.1
828,Philadelphia Flyers,2010/05/20@ MTL,0,0,0,0,1,5,0.0,83.3,0.0,83.3,26.0,38.0,46.0
829,Montréal Canadiens,2010/05/20vs PHI,2,1,1,0,5,1,16.7,100.0,16.7,100.0,38.0,26.0,54.0
830,Chicago Blackhawks,2010/05/21vs SJS,2,0,1,0,3,2,50.0,83.3,50.0,83.3,38.0,46.0,57.3
831,San Jose Sharks,2010/05/21@ CHI,0,0,0,0,2,3,16.7,50.0,16.7,50.0,46.0,38.0,42.7
832,Philadelphia Flyers,2010/05/22@ MTL,2,1,1,0,3,0,0.0,100.0,0.0,100.0,25.0,17.0,67.9
833,Montréal Canadiens,2010/05/22vs PHI,0,0,0,0,0,3,0.0,100.0,0.0,100.0,17.0,25.0,32.1
834,Chicago Blackhawks,2010/05/23vs SJS,2,1,1,0,4,2,20.0,100.0,0.0,100.0,27.0,18.0,49.1
835,San Jose Sharks,2010/05/23@ CHI,0,0,0,0,2,4,0.0,80.0,0.0,100.0,18.0,27.0,50.9
836,Philadelphia Flyers,2010/05/24vs MTL,2,1,1,0,4,2,0.0,100.0,0.0,116.7,26.0,27.0,49.2
837,Montréal Canadiens,2010/05/24@ PHI,0,0,0,0,2,4,0.0,100.0,-16.7,100.0,27.0,26.0,50.9
838,Philadelphia Flyers,2010/05/29@ CHI,0,0,0,0,5,6,25.0,--,0.0,--,32.0,32.0,37.5
839,Chicago Blackhawks,2010/05/29vs PHI,2,1,1,0,6,5,--,75.0,--,100.0,32.0,32.0,62.5
840,Philadelphia Flyers,2010/05/31@ CHI,0,0,0,0,1,2,33.3,100.0,33.3,100.0,33.0,26.0,47.9
841,Chicago Blackhawks,2010/05/31vs PHI,2,1,1,0,2,1,0.0,66.7,0.0,66.7,26.0,33.0,52.1
842,Philadelphia Flyers,2010/06/02vs CHI,2,0,1,0,4,3,66.7,100.0,66.7,100.0,32.0,27.0,54.8
843,Chicago Blackhawks,2010/06/02@ PHI,0,0,0,0,3,4,0.0,33.3,0.0,33.3,27.0,32.0,45.2
844,Philadelphia Flyers,2010/06/04vs CHI,2,1,1,0,5,3,16.7,66.7,16.7,66.7,31.0,34.0,43.8
845,Chicago Blackhawks,2010/06/04@ PHI,0,0,0,0,3,5,33.3,83.3,33.3,83.3,34.0,31.0,56.2
846,Philadelphia Flyers,2010/06/06@ CHI,0,0,0,0,4,7,0.0,50.0,0.0,50.0,27.0,28.0,44.9
847,Chicago Blackhawks,2010/06/06vs PHI,2,1,1,0,7,4,50.0,100.0,50.0,100.0,28.0,27.0,55.1
848,Philadelphia Flyers,2010/06/09vs CHI,0,0,0,0,3,4,25.0,80.0,25.0,80.0,24.0,41.0,51.5
849,Chicago Blackhawks,2010/06/09@ PHI,2,0,1,0,4,3,20.0,75.0,20.0,75.0,41.0,24.0,48.5
850,New York Rangers,2011/04/13@ WSH,0,0,0,0,1,2,0.0,100.0,0.0,100.0,25.0,33.0,46.3
851,Pittsburgh Penguins,2011/04/13vs TBL,2,1,1,0,3,0,0.0,100.0,0.0,100.0,40.0,32.0,53.3
852,Tampa Bay Lightning,2011/04/13@ PIT,0,0,0,0,0,3,0.0,100.0,0.0,100.0,32.0,40.0,46.7
853,Washington Capitals,2011/04/13vs NYR,2,0,1,0,2,1,0.0,100.0,0.0,100.0,33.0,25.0,53.8
854,Chicago Blackhawks,2011/04/13@ VAN,0,0,0,0,0,2,0.0,100.0,0.0,100.0,32.0,33.0,48.3
855,Detroit Red Wings,2011/04/13vs PHX,2,1,1,0,4,2,33.3,100.0,33.3,100.0,36.0,28.0,45.5
856,Nashville Predators,2011/04/13@ ANA,2,1,1,0,4,1,20.0,80.0,20.0,80.0,30.0,28.0,52.5
857,Vancouver Canucks,2011/04/13vs CHI,2,1,1,0,2,0,0.0,100.0,0.0,100.0,33.0,32.0,51.7
858,Anaheim Ducks,2011/04/13vs NSH,0,0,0,0,1,4,20.0,80.0,20.0,80.0,28.0,30.0,47.5
859,Phoenix Coyotes,2011/04/13@ DET,0,0,0,0,2,4,0.0,66.7,0.0,66.7,28.0,36.0,54.6
860,Philadelphia Flyers,2011/04/14vs BUF,0,0,0,0,0,1,0.0,100.0,0.0,100.0,35.0,25.0,53.6
861,Boston Bruins,2011/04/14vs MTL,0,0,0,0,0,2,0.0,100.0,0.0,100.0,31.0,20.0,59.0
862,Buffalo Sabres,2011/04/14@ PHI,2,1,1,0,1,0,0.0,100.0,0.0,100.0,25.0,35.0,46.4
863,Montréal Canadiens,2011/04/14@ BOS,2,1,1,0,2,0,0.0,100.0,0.0,100.0,20.0,31.0,41.0
864,Los Angeles Kings,2011/04/14@ SJS,0,0,0,0,2,3,33.3,100.0,33.3,100.0,35.0,45.0,50.0
865,San Jose Sharks,2011/04/14vs LAK,2,0,1,0,3,2,0.0,66.7,0.0,66.7,45.0,35.0,50.0
866,New York Rangers,2011/04/15@ WSH,0,0,0,0,0,2,0.0,66.7,0.0,66.7,22.0,18.0,49.1
867,Pittsburgh Penguins,2011/04/15vs TBL,0,0,0,0,1,5,0.0,66.7,-14.3,66.7,36.0,21.0,52.5
868,Tampa Bay Lightning,2011/04/15@ PIT,2,1,1,0,5,1,33.3,100.0,33.3,114.3,21.0,36.0,47.5
869,Washington Capitals,2011/04/15vs NYR,2,1,1,0,2,0,33.3,100.0,33.3,100.0,18.0,22.0,50.9
870,Chicago Blackhawks,2011/04/15@ VAN,0,0,0,0,3,4,0.0,50.0,0.0,50.0,26.0,27.0,60.0
871,Nashville Predators,2011/04/15@ ANA,0,0,0,0,3,5,33.3,60.0,33.3,60.0,34.0,28.0,49.1
872,Vancouver Canucks,2011/04/15vs CHI,2,1,1,0,4,3,50.0,100.0,50.0,100.0,27.0,26.0,40.0
873,Anaheim Ducks,2011/04/15vs NSH,2,1,1,0,5,3,40.0,66.7,40.0,66.7,28.0,34.0,50.9
874,Philadelphia Flyers,2011/04/16vs BUF,2,1,1,0,5,4,10.0,75.0,10.0,75.0,34.0,28.0,47.1
875,Boston Bruins,2011/04/16vs MTL,0,0,0,0,1,3,0.0,66.7,0.0,66.7,35.0,26.0,52.5
876,Buffalo Sabres,2011/04/16@ PHI,0,0,0,0,4,5,25.0,90.0,25.0,90.0,28.0,34.0,52.9
877,Montréal Canadiens,2011/04/16@ BOS,2,1,1,0,3,1,33.3,100.0,33.3,100.0,26.0,35.0,47.5
878,Detroit Red Wings,2011/04/16vs PHX,2,1,1,0,4,3,40.0,57.1,40.0,57.1,31.0,33.0,64.4
879,Los Angeles Kings,2011/04/16@ SJS,2,1,1,0,4,0,33.3,100.0,33.3,100.0,23.0,34.0,40.0
880,Phoenix Coyotes,2011/04/16@ DET,0,0,0,0,3,4,42.9,60.0,42.9,60.0,33.0,31.0,35.6
881,San Jose Sharks,2011/04/16vs LAK,0,0,0,0,0,4,0.0,66.7,0.0,66.7,34.0,23.0,60.0
882,New York Rangers,2011/04/17vs WSH,2,1,1,0,3,2,14.3,66.7,14.3,66.7,35.0,25.0,56.3
883,Washington Capitals,2011/04/17@ NYR,0,0,0,0,2,3,33.3,85.7,33.3,85.7,25.0,35.0,43.8
884,Chicago Blackhawks,2011/04/17vs VAN,0,0,0,0,2,3,28.6,50.0,28.6,50.0,32.0,26.0,55.0
885,Nashville Predators,2011/04/17vs ANA,2,1,1,0,4,3,20.0,50.0,20.0,50.0,37.0,16.0,52.9
886,Vancouver Canucks,2011/04/17@ CHI,2,1,1,0,3,2,50.0,71.4,50.0,71.4,26.0,32.0,45.0
887,Anaheim Ducks,2011/04/17@ NSH,0,0,0,0,3,4,50.0,80.0,50.0,80.0,16.0,37.0,47.1
888,Philadelphia Flyers,2011/04/18@ BUF,2,1,1,0,4,2,33.3,83.3,33.3,83.3,26.0,37.0,41.9
889,Pittsburgh Penguins,2011/04/18@ TBL,2,1,1,0,3,2,0.0,50.0,0.0,50.0,30.0,27.0,50.7
890,Boston Bruins,2011/04/18@ MTL,2,1,1,0,4,2,0.0,100.0,0.0,100.0,25.0,36.0,55.1
891,Buffalo Sabres,2011/04/18vs PHI,0,0,0,0,2,4,16.7,66.7,16.7,66.7,37.0,26.0,58.1
892,Montréal Canadiens,2011/04/18vs BOS,0,0,0,0,2,4,0.0,100.0,0.0,100.0,36.0,25.0,44.9
893,Tampa Bay Lightning,2011/04/18vs PIT,0,0,0,0,2,3,50.0,100.0,50.0,100.0,27.0,30.0,49.3
894,Detroit Red Wings,2011/04/18@ PHX,2,1,1,0,4,2,0.0,33.3,0.0,33.3,34.0,30.0,54.8
895,Phoenix Coyotes,2011/04/18vs DET,0,0,0,0,2,4,66.7,100.0,66.7,100.0,30.0,34.0,45.2
896,Chicago Blackhawks,2011/04/19vs VAN,2,1,1,0,7,2,33.3,50.0,33.3,50.0,35.0,23.0,49.2
897,Vancouver Canucks,2011/04/19@ CHI,0,0,0,0,2,7,50.0,66.7,50.0,66.7,23.0,35.0,50.9
898,Los Angeles Kings,2011/04/19vs SJS,0,0,0,0,5,6,0.0,66.7,0.0,66.7,22.0,36.0,39.1
899,San Jose Sharks,2011/04/19@ LAK,2,0,1,0,6,5,33.3,100.0,33.3,100.0,36.0,22.0,60.9
900,New York Rangers,2011/04/20vs WSH,0,0,0,0,3,4,0.0,100.0,0.0,100.0,39.0,53.0,48.9
901,Philadelphia Flyers,2011/04/20@ BUF,0,0,0,0,0,1,0.0,100.0,0.0,100.0,32.0,29.0,54.4
902,Pittsburgh Penguins,2011/04/20@ TBL,2,0,1,0,3,2,33.3,100.0,33.3,100.0,53.0,31.0,52.3
903,Buffalo Sabres,2011/04/20vs PHI,2,1,1,0,1,0,0.0,100.0,0.0,100.0,29.0,32.0,45.6
904,Tampa Bay Lightning,2011/04/20vs PIT,0,0,0,0,2,3,0.0,66.7,0.0,66.7,31.0,53.0,47.7
905,Washington Capitals,2011/04/20@ NYR,2,0,1,0,4,3,0.0,100.0,0.0,100.0,53.0,39.0,51.1
906,Detroit Red Wings,2011/04/20@ PHX,2,1,1,0,6,3,33.3,50.0,33.3,50.0,39.0,27.0,45.5
907,Nashville Predators,2011/04/20vs ANA,0,0,0,0,3,6,20.0,66.7,0.0,66.7,22.0,38.0,57.1
908,Anaheim Ducks,2011/04/20@ NSH,2,1,1,0,6,3,33.3,80.0,33.3,100.0,38.0,22.0,42.9
909,Phoenix Coyotes,2011/04/20vs DET,0,0,0,0,3,6,50.0,66.7,50.0,66.7,27.0,39.0,54.6
910,Boston Bruins,2011/04/21@ MTL,2,0,1,0,5,4,0.0,50.0,0.0,50.0,35.0,38.0,51.7
911,Montréal Canadiens,2011/04/21vs BOS,0,0,0,0,4,5,50.0,100.0,50.0,100.0,38.0,35.0,48.3
912,Chicago Blackhawks,2011/04/21@ VAN,2,1,1,0,5,0,40.0,100.0,40.0,100.0,26.0,36.0,50.0
913,Vancouver Canucks,2011/04/21vs CHI,0,0,0,0,0,5,0.0,60.0,0.0,60.0,36.0,26.0,50.0
914,Los Angeles Kings,2011/04/21vs SJS,0,0,0,0,3,6,0.0,83.3,0.0,83.3,38.0,27.0,40.6
915,San Jose Sharks,2011/04/21@ LAK,2,1,1,0,6,3,16.7,100.0,16.7,100.0,27.0,38.0,59.4
916,Philadelphia Flyers,2011/04/22vs BUF,0,0,0,0,3,4,0.0,66.7,0.0,66.7,39.0,32.0,44.6
917,Buffalo Sabres,2011/04/22@ PHI,2,0,1,0,4,3,33.3,100.0,33.3,100.0,32.0,39.0,55.4
918,Nashville Predators,2011/04/22@ ANA,2,0,1,0,4,3,0.0,50.0,0.0,50.0,37.0,26.0,50.7
919,Anaheim Ducks,2011/04/22vs NSH,0,0,0,0,3,4,50.0,100.0,50.0,100.0,26.0,37.0,49.3
920,New York Rangers,2011/04/23@ WSH,0,0,0,0,1,3,0.0,75.0,0.0,75.0,27.0,27.0,44.6
921,Pittsburgh Penguins,2011/04/23vs TBL,0,0,0,0,2,8,0.0,42.9,0.0,42.9,33.0,25.0,50.7
922,Boston Bruins,2011/04/23vs MTL,2,0,1,0,2,1,0.0,100.0,0.0,100.0,51.0,45.0,50.0
923,Montréal Canadiens,2011/04/23@ BOS,0,0,0,0,1,2,0.0,100.0,0.0,100.0,45.0,51.0,50.0
924,Tampa Bay Lightning,2011/04/23@ PIT,2,1,1,0,8,2,57.1,100.0,57.1,100.0,25.0,33.0,49.3
925,Washington Capitals,2011/04/23vs NYR,2,1,1,0,3,1,25.0,100.0,25.0,100.0,27.0,27.0,55.4
926,Los Angeles Kings,2011/04/23@ SJS,2,1,1,0,3,1,0.0,100.0,0.0,100.0,22.0,52.0,55.4
927,San Jose Sharks,2011/04/23vs LAK,0,0,0,0,1,3,0.0,100.0,0.0,100.0,52.0,22.0,44.6
928,Philadelphia Flyers,2011/04/24@ BUF,2,0,1,0,5,4,20.0,60.0,20.0,60.0,49.0,33.0,43.6
929,Buffalo Sabres,2011/04/24vs PHI,0,0,0,0,4,5,40.0,80.0,40.0,80.0,33.0,49.0,56.4
930,Chicago Blackhawks,2011/04/24vs VAN,2,0,1,0,4,3,0.0,100.0,0.0,100.0,33.0,35.0,54.4
931,Nashville Predators,2011/04/24vs ANA,2,1,1,0,4,2,25.0,50.0,25.0,50.0,30.0,27.0,60.0
932,Vancouver Canucks,2011/04/24@ CHI,0,0,0,0,3,4,0.0,100.0,0.0,100.0,35.0,33.0,45.6
933,Anaheim Ducks,2011/04/24@ NSH,0,0,0,0,2,4,50.0,75.0,50.0,75.0,27.0,30.0,40.0
934,Pittsburgh Penguins,2011/04/25@ TBL,0,0,0,0,2,4,0.0,100.0,0.0,100.0,29.0,21.0,39.7
935,Tampa Bay Lightning,2011/04/25vs PIT,2,1,1,0,4,2,0.0,100.0,0.0,100.0,21.0,29.0,60.3
936,Los Angeles Kings,2011/04/25vs SJS,0,0,0,0,3,4,50.0,100.0,50.0,100.0,29.0,35.0,43.1
937,San Jose Sharks,2011/04/25@ LAK,2,0,1,0,4,3,0.0,50.0,0.0,50.0,35.0,29.0,56.9
938,Philadelphia Flyers,2011/04/26vs BUF,2,1,1,0,5,2,50.0,75.0,50.0,75.0,36.0,28.0,47.9
939,Boston Bruins,2011/04/26@ MTL,0,0,0,0,1,2,0.0,71.4,0.0,71.4,32.0,27.0,43.6
