,team,date,points,goals,goals_against,power_play,penalty_kill,shots,shots_against,FOWp,opponent,identifier,rolling_points_5,rolling_points_10,rolling_points_20,rolling_goals_5,rolling_goals_10,rolling_ga_5,rolling_ga_10,rolling_pp_5,rolling_pk_5,rolling_shots_5,rolling_sa_5,rolling_fow_5
16608,Detroit Red Wings,2012-02-25,0,3,4,33.3,100.0,31.0,27.0,57.7,Colorado Avalanche,vs,1.4,1.4,1.6,2.4,2.6,1.8,2.2,10.660000000000005,95.0,32.8,29.4,48.2
16652,Detroit Red Wings,2012-02-28,2,5,2,16.7,80.0,25.0,30.0,47.5,Columbus Blue Jackets,@,1.0,1.3,1.5,2.4,2.5,2.4,2.2,13.320000000000004,95.0,31.6,30.6,50.760000000000005
16692,Detroit Red Wings,2012-03-02,2,6,0,0.0,100.0,35.0,19.0,40.3,Minnesota Wild,vs,1.0,1.5,1.5,3.0,2.9,2.6,2.1,16.660000000000004,91.0,30.4,32.4,50.739999999999995
16725,Detroit Red Wings,2012-03-04,0,1,2,0.0,66.7,24.0,18.0,56.6,Chicago Blackhawks,vs,1.0,1.5,1.5,3.6,3.1,2.2,1.9,16.660000000000004,96.0,31.8,29.6,48.0
16747,Detroit Red Wings,2012-03-06,0,2,3,0.0,100.0,39.0,23.0,65.5,Philadelphia Flyers,@,1.0,1.3,1.4,3.6,3.1,2.2,2.0,10.000000000000005,89.34,30.2,27.4,49.68
16792,Detroit Red Wings,2012-03-09,2,4,3,0.0,75.0,15.0,24.0,47.3,Los Angeles Kings,vs,0.8,1.1,1.3,3.4,2.9,2.2,2.0,10.000000000000005,89.34,30.8,23.4,53.52
16807,Detroit Red Wings,2012-03-10,0,2,3,0.0,50.0,37.0,20.0,48.5,Nashville Predators,@,1.2,1.1,1.3,3.6,3.0,2.0,2.2,3.3400000000000056,84.34,27.6,22.8,51.44
16853,Detroit Red Wings,2012-03-13,0,2,5,0.0,50.0,24.0,27.0,51.0,Los Angeles Kings,@,0.8,0.9,1.2,3.0,3.0,2.2,2.4,5.684341886080802e-15,78.34,30.0,20.8,51.64
16863,Detroit Red Wings,2012-03-14,0,0,4,0.0,100.0,23.0,24.0,52.2,Anaheim Ducks,@,0.4,0.7,1.2,2.2,2.9,3.2,2.7,5.684341886080802e-15,68.34,27.8,22.4,53.779999999999994
16911,Detroit Red Wings,2012-03-17,1,2,3,0.0,100.0,28.0,35.0,50.0,San Jose Sharks,@,0.4,0.7,1.1,2.0,2.8,3.6,2.9,5.684341886080802e-15,75.0,27.6,23.6,52.9
16939,Detroit Red Wings,2012-03-19,0,3,5,33.3,25.0,33.0,22.0,57.1,Washington Capitals,vs,0.6,0.7,1.05,2.0,2.7,3.6,2.9,5.684341886080802e-15,75.0,25.4,26.0,49.8
16968,Detroit Red Wings,2012-03-21,1,1,2,0.0,66.7,27.0,34.0,68.5,New York Rangers,@,0.2,0.7,1.0,1.8,2.7,4.0,3.0,6.6600000000000055,65.0,29.0,25.6,51.760000000000005
17011,Detroit Red Wings,2012-03-24,2,5,4,0.0,0.0,50.0,24.0,48.5,Carolina Hurricanes,vs,0.4,0.6,1.05,1.6,2.3,3.8,3.0,6.6600000000000055,68.34,27.0,28.4,55.75999999999999
17039,Detroit Red Wings,2012-03-26,2,7,2,33.3,100.0,39.0,26.0,45.2,Columbus Blue Jackets,vs,0.8,0.6,1.05,2.2,2.2,3.6,3.4,6.6600000000000055,58.34000000000001,32.2,27.8,55.25999999999999
17065,Detroit Red Wings,2012-03-28,0,2,4,50.0,100.0,31.0,31.0,52.2,Columbus Blue Jackets,@,1.2,0.8,1.05,3.6,2.8,3.2,3.4,13.320000000000004,58.34000000000001,35.4,28.2,53.86
17096,Detroit Red Wings,2012-03-30,0,1,4,0.0,100.0,32.0,27.0,57.1,Nashville Predators,vs,1.0,0.8,0.95,3.6,2.8,3.4,3.5,23.320000000000004,58.34000000000001,36.0,27.4,54.3
17138,Detroit Red Wings,2012-04-01,2,1,1,0.0,100.0,32.0,28.0,59.7,Florida Panthers,vs,1.0,0.6,0.85,3.2,2.5,3.2,3.6,16.660000000000004,73.34,35.8,28.4,54.3
17168,Detroit Red Wings,2012-04-04,2,2,2,0.0,100.0,28.0,29.0,50.0,St. Louis Blues,@,1.2,0.8,0.85,3.2,2.4,3.0,3.4,16.660000000000004,80.0,36.8,27.2,52.54
17185,Detroit Red Wings,2012-04-05,0,1,2,100.0,100.0,24.0,21.0,46.8,New Jersey Devils,vs,1.2,1.0,0.85,2.6,2.4,2.6,3.1,16.660000000000004,100.0,32.4,28.2,52.839999999999996
17215,Detroit Red Wings,2012-04-07,1,2,2,0.0,100.0,32.0,33.0,50.9,Chicago Blackhawks,vs,0.8,1.0,0.85,1.4,2.5,2.6,2.9,30.000000000000007,100.0,29.4,27.2,53.160000000000004
17244,Detroit Red Wings,2013-01-19,0,0,6,0.0,20.0,14.0,36.0,53.6,St. Louis Blues,@,1.0,1.0,0.85,1.4,2.5,2.2,2.8,20.000000000000007,100.0,29.6,27.6,52.9
17275,Detroit Red Wings,2013-01-21,2,3,3,0.0,71.4,42.0,33.0,47.8,Columbus Blue Jackets,@,1.0,1.0,0.85,1.2,2.2,2.6,2.9,20.000000000000007,84.0,26.0,29.4,52.2
17290,Detroit Red Wings,2013-01-22,0,1,2,0.0,100.0,40.0,32.0,58.3,Dallas Stars,vs,1.0,1.1,0.85,1.6,2.4,3.0,3.0,20.000000000000007,78.28,28.0,30.4,49.82
17337,Detroit Red Wings,2013-01-25,2,5,3,40.0,87.5,27.0,26.0,51.5,Minnesota Wild,vs,0.6,0.9,0.75,1.4,2.0,3.0,2.8,20.000000000000007,78.28,30.4,31.0,51.48
17368,Detroit Red Wings,2013-01-27,1,1,2,0.0,66.7,30.0,27.0,51.6,Chicago Blackhawks,@,1.0,0.9,0.85,2.2,1.8,3.2,2.9,8.000000000000005,75.78,31.0,32.0,52.42
17397,Detroit Red Wings,2013-01-29,2,4,1,16.7,100.0,27.0,26.0,60.0,Dallas Stars,vs,1.0,1.0,0.9,2.0,1.7,3.2,2.7,8.000000000000005,69.11999999999999,30.6,30.8,52.56
17436,Detroit Red Wings,2013-02-01,2,5,3,25.0,60.0,31.0,26.0,56.5,St. Louis Blues,vs,1.4,1.2,0.9,2.8,2.0,2.2,2.4,11.340000000000007,85.12,33.2,28.8,53.839999999999996
17455,Detroit Red Wings,2013-02-02,0,2,4,0.0,66.7,34.0,28.0,57.9,Columbus Blue Jackets,@,1.4,1.2,1.0,3.2,2.4,2.2,2.6,16.340000000000007,82.84,31.0,27.4,55.58
17496,Detroit Red Wings,2013-02-05,0,1,4,25.0,60.0,26.0,23.0,52.9,Calgary Flames,vs,1.4,1.0,1.0,3.4,2.4,2.6,2.8,16.340000000000007,76.17999999999999,29.8,26.6,55.5
17524,Detroit Red Wings,2013-02-07,2,5,1,0.0,66.7,29.0,27.0,48.4,St. Louis Blues,@,1.0,1.0,1.0,2.6,2.4,2.8,3.0,13.340000000000007,70.67999999999999,29.6,26.0,55.779999999999994
17547,Detroit Red Wings,2013-02-09,2,2,1,28.6,87.5,30.0,24.0,66.0,Edmonton Oilers,vs,1.2,1.1,1.05,3.4,2.7,2.6,2.9,13.340000000000007,70.68,29.4,26.0,55.14
17565,Detroit Red Wings,2013-02-10,2,3,2,25.0,100.0,31.0,47.0,42.2,Los Angeles Kings,vs,1.2,1.3,1.15,3.0,2.9,2.6,2.4,15.720000000000004,68.18,30.0,25.6,56.339999999999996
17604,Detroit Red Wings,2013-02-13,1,3,4,0.0,66.7,18.0,25.0,57.4,St. Louis Blues,vs,1.2,1.3,1.2,2.6,2.9,2.4,2.3,15.720000000000004,76.18,30.0,29.8,53.48
17626,Detroit Red Wings,2013-02-15,0,2,5,25.0,100.0,28.0,37.0,57.7,Anaheim Ducks,vs,1.4,1.4,1.15,2.8,3.1,2.4,2.5,15.720000000000004,76.18,26.8,29.2,53.38000000000001
17656,Detroit Red Wings,2013-02-17,0,2,3,0.0,100.0,31.0,24.0,40.8,Minnesota Wild,@,1.4,1.2,1.05,3.0,2.8,2.6,2.7,15.720000000000004,84.17999999999999,27.2,32.0,54.339999999999996
17686,Detroit Red Wings,2013-02-19,1,3,4,0.0,83.3,29.0,25.0,59.6,Nashville Predators,@,1.0,1.1,1.05,2.4,2.9,3.0,2.8,15.720000000000004,90.84,27.6,31.4,52.82000000000001
17713,Detroit Red Wings,2013-02-21,0,2,3,0.0,66.7,30.0,24.0,55.1,Columbus Blue Jackets,vs,0.8,1.0,1.1,2.6,2.8,3.6,3.1,10.000000000000005,90.0,27.4,31.6,51.54
17737,Detroit Red Wings,2013-02-23,2,4,0,50.0,100.0,27.0,33.0,50.0,Nashville Predators,vs,0.4,0.8,1.0,2.4,2.5,3.8,3.1,5.000000000000005,83.34,27.2,27.0,54.120000000000005
17758,Detroit Red Wings,2013-02-24,2,8,3,60.0,100.0,28.0,21.0,52.9,Vancouver Canucks,vs,0.6,1.0,1.0,2.6,2.7,3.0,2.7,15.000000000000005,90.0,29.0,28.6,52.64
17798,Detroit Red Wings,2013-02-27,0,1,2,0.0,80.0,33.0,29.0,48.4,Los Angeles Kings,@,1.0,1.2,1.1,3.8,3.4,2.6,2.6,22.000000000000007,90.0,29.0,25.4,51.67999999999999
17814,Detroit Red Wings,2013-02-28,2,1,1,0.0,100.0,34.0,26.0,46.4,San Jose Sharks,@,1.0,1.0,1.05,3.6,3.0,2.4,2.7,22.000000000000007,86.0,29.4,26.4,53.2
17857,Detroit Red Wings,2013-03-03,1,1,1,0.0,75.0,33.0,33.0,50.9,Chicago Blackhawks,vs,1.2,1.0,1.15,3.2,2.9,1.8,2.7,22.000000000000007,89.34,30.4,26.6,50.559999999999995
17886,Detroit Red Wings,2013-03-05,2,2,1,0.0,100.0,33.0,37.0,45.7,Colorado Avalanche,vs,1.4,0.9,1.1,3.0,2.7,1.4,2.6,22.000000000000007,91.0,31.0,28.4,49.72
17917,Detroit Red Wings,2013-03-07,2,3,0,0.0,80.0,28.0,22.0,59.0,Edmonton Oilers,vs,1.4,1.0,1.2,2.6,2.6,1.6,2.3,12.000000000000005,91.0,32.2,29.2,48.86
17946,Detroit Red Wings,2013-03-09,0,0,3,0.0,83.3,30.0,24.0,33.3,Columbus Blue Jackets,@,1.4,1.2,1.2,1.6,2.7,1.0,1.8,5.684341886080802e-15,87.0,32.2,29.4,50.08
17966,Detroit Red Wings,2013-03-10,1,2,2,16.7,100.0,23.0,21.0,45.9,Columbus Blue Jackets,vs,1.4,1.2,1.15,1.4,2.5,1.2,1.8,5.684341886080802e-15,87.66,31.6,28.4,47.06
18006,Detroit Red Wings,2013-03-13,0,2,5,50.0,50.0,38.0,22.0,51.0,Calgary Flames,@,1.2,1.2,1.1,1.6,2.4,1.4,1.6,3.3400000000000056,87.66,29.4,27.4,46.96
18032,Detroit Red Wings,2013-03-15,2,3,2,20.0,100.0,28.0,32.0,59.7,Edmonton Oilers,@,1.0,1.2,1.0,1.8,2.4,2.2,1.8,13.340000000000007,82.66,30.4,25.2,46.98
